ID,Date,Location,Operator,Type,Aboard,Fatalities
2543,04/20/1972,"Near Moyobamba, Peru",SATCO,Douglas C-47D,6,6
2544,04/24/1972,"Nyot Mo, Laos",Air America,Pilatus PC6CH2,10,4
2545,04/26/1972,"Near An Loc, Vietnam",Military - U.S. Air Force,Lockheed C-130E Hercules,6,6
2546,05/04/1972,"Bratsk, USSR",Aeroflot,Yakovlev YAK-40,18,18
2547,05/05/1972,"Near Carini, Sicily, Italy",Alitalia,McDonnell Douglas DC-8-43,115,115
2548,05/08/1972,"Cuidad, Venezuela",Aerotechnia,Douglas C-47B,7,7
2549,05/10/1972,"Near Gia Dinh, South Vietnam",Military - U.S. Army,Boeing Vertol CH47A (helicopter),34,34
2550,05/19/1972,"Albuquerque, New Mexico",Ross Aviation - Air Taxi,Beechcraft 65-B80,9,9
2551,05/21/1972,"Lobito, Angola",DTA Angola Airlines,Fokker F-27 Friendship 200,25,22
2552,05/27/1972,"Near Helgoland, Germany",General Air,de Havilland Canada DHC-6 Twin Otter,13,8
2553,05/29/1972,"Dulac, Louisiana",Petrolium Helicopter,Bell 205A,11,11
2554,05/29/1972,"Cruzeiro do Sul Acre, Brazil",Amazonese Importacao e Exportacao,Lockheed 049 Constellation,18,9
2555,05/30/1972,"Dallas/Ft. Worth, Texas",Delta Air Lines,McDonnell Douglas DC-9-14,4,4
2556,06/01/1972,"Valdez, Alaska",Fairbanks Air - Air Taxi,Cessna U206C,2,2
2557,06/03/1972,"Winfield, Kansas",Smyer Aircraft - Air Taxi,Beechcraft E18S,2,2
2558,06/03/1972,"Near Jesbel Musa, Morocco",Military - U.S. Navy,Lockheed P-3A Orion,14,14
2559,06/05/1972,"Near Pleiku, Vietnam",Air America,Curtiss C-46A,32,32
2560,06/13/1972,"Santiago, Chile",Aerolineas Flecha Austral,Curtiss C-46D,3,3
2561,06/13/1972,"Near an Loc, South Vietnam",Military - Vietnamese Air Force,Boeing Vertol CH-47 (helicopter),47,47
2562,06/14/1972,"Near New Delhi, India",Japan Air Lines,McDonnell Douglas DC-8-53,87,82
2563,06/15/1972,"Near Pleiku, Vietnam",Cathay PacifiAirways,Convair CV-880-22M-21,81,81
2564,06/18/1972,"Smiley, Texas",Air Central,Cessna 182N,5,5
2565,06/18/1972,"Huê, Vietnam",Military - U.S. Air Force,Lockheed AC-130A Hercules,15,12
2566,06/18/1972,"Near Kharkov, Ukraine, USSR",Aeroflot,Antonov AN-10A,122,122
2567,06/18/1972,"London Heathrow,  Staines, Surrey, England",British European Airways,Hawker Siddeley Trident 1C,118,118
2568,06/24/1972,"Ponce, Puerto Rico",Prinair,de Havilland DH-114 Heron 2B,20,5
2569,06/25/1972,"Hornell, New York",Seventy Airways - Air Taxi,Hughes 369HS,3,3
2570,06/29/1972,"Appleton, Wisconsin",North Central Airlines / Air Wisconsin,Convair CV-580/De Hav. Twin Otter 100,13,13
2571,06/29/1972,"Blackpool, England",Inter City Flug,MBB HFB-320 Hansa Jet,8,7
2572,06/30/1972,"Steamboat, Nevada",Casino Air - Air Taxi,Beechcraft U206C,5,2
2573,07/05/1972,"San Francisco, California",PacifiSouthwest Airlines,Boeing 737-200,86,3
2574,07/06/1972,"Off Las Palmas, Canary Islands, Spain",Aviaco,McDonnell Douglas DC-8-52,10,10
2575,07/11/1972,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,Sikorsky CH-53D (helicopter),67,52
2576,07/11/1972,"Near Grytoya, Norway",Military - Royal Norwegian Air Force,de Havilland Canada DHC-6 Twin Otter 100,19,19
2577,07/20/1972,"Corfu Island, Greece",Charter,Sud-Aviation SE210 Caravelle,84,1
2578,07/29/1972,"Villavicencio, Colombia",AVIANCA / AVIANCA,Douglas DC-3 / Douglas DC-3,38,38
2579,08/12/1972,"Near SoTrang, South Vietnam",Military - U.S. Air Force,Lockheed C-130E,44,30
2580,08/12/1972,"Near Delhi, India",Indian Airlines,Fokker F-27 Friendship 100,18,18
2581,08/14/1972,"Near Konigs Wusterausen, East Germany",Interflug,Ilyushin IL-62,156,156
2582,08/16/1972,"Near Sandoway, Myanmar",Burma Airways,Douglas DC-3 (C-47A-DK),31,26
2583,08/27/1972,"Canaima, Venezuela",Lineas Areas Venezolanas,Douglas C-47-DL,34,34
2584,08/28/1972,"Papua, New Guinea",Military - Royal Australian Air Force,de Havilland Canada DHC-4 Caribou,29,25
2585,08/31/1972,"Near Magnitogorsk, Russia",Aeroflot,Ilyushin IL-18,101,101
2586,09/01/1972,"Mt Siluwe, Papua, New Guinea",Ansett Airlines of Papua New Guinea,Shorts SC-7 Skyvan 3-300,4,4
2587,09/07/1972,"Trinidad, Bolivia",Servicios Aereas Virgen de Copacabana,Curtiss C-46A-40-CU,8,1
2588,09/10/1972,"Gondar, Ethiopia",Ethiopian Airlines,Douglas DC-3,11,11
2589,09/13/1972,"Near Dhulikhel, Nepal",Military - Royal Nepalese Air Force,Douglas C-47,31,31
2590,09/24/1972,"Sacramento, California",Private,F-86 Sabrejet,1,0
2591,09/24/1972,"Near Ben Cat, South Vietnam",Air Vietnam (South Vietnam),Douglas C-54D-1-DC,13,10
2592,09/30/1972,"Madrid, Spain",Spantax,Douglas C-47B,6,1
2593,10/02/1972,"Kampot, Cambodia",Cambodia Air,Douglas DC-3,9,9
2594,10/02/1972,"Near Adler, Russia",Aeroflot,Ilyushin IL-18B,109,109
2595,10/12/1972,North AtlantiOcean,Flamingo Airlines - Air Taxi,Aero Commander 680E,2,2
2596,10/13/1972,"Near Krasnaya Polyana, USSR",Aeroflot,Ilyushin IL-62,174,174
2597,10/13/1972,"Near San Fernando, Chile",Uruguayan Air Force - TAMU,Fairchild-Hiller FH-227D/LCD,45,29
2598,10/16/1972,Off the Alaska coast,Private,Cessna 310C,4,4
2599,10/21/1972,"Off Athens, Greece",OlympiAirways,NAMC YS-11A-202,53,37
2600,10/23/1972,"Tanna, Vanuatu",Air Melanesie,Britten-Norman BN-2A-6 Islander,8,1
2601,10/27/1972,"Near Noiretable, Loire, France",Air Inter,Vickers Viscount 724,68,60
2602,10/30/1972,"Poggiorsini, Italy",Aero Transporti Italiani,Fokker F-27 Friendship 200,27,27
2603,10/31/1972,"Near My Tho, South Vietnam",Military - U.S. Army,Boeing Vertol CH-47 (helicopter),22,22
2604,11/04/1972,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,Ilyushin IL-14P,35,35
2605,11/17/1972,"Elkton, Kentucky",Metro Air Systems,Beech G18S,11,11
2606,11/28/1972,"Near Moscow, Russia",Japan Air Lines,McDonnell Douglas DC-8-62,76,62
2607,11/29/1972,"St. Paul, Minnesota",Luthi Aviation - Air Taxi,Beechcraft C-45H,2,2
2608,12/03/1972,"Tenerife,  Canary Islands",Spantax,Convair CV-990-30A-5 Coronado,155,155
2609,12/05/1972,"Beni Sueif, Egypt",EgyptAir,Boeing 707-336C,6,6
2610,12/05/1972,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Lockheed C-130E Hercules,12,12
2611,12/06/1972,"Near  LaRandall, Quebe,Canada",Superior Airways,Douglas C-47B-15-DK,3,3
2612,12/08/1972,"Near Rawalpindi, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 400,26,26
2613,02/12/1973,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,Cessna 320E,4,4
2614,12/08/1972,"Chicago, Midway Airport, Illinois",United Air Lines,Boeing B-737-222,61,43
2615,12/15/1972,"Detroit, Michigan",Zantop Airways,Learjet 23,2,2
2616,12/20/1972,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,Convair CV-880 / McDonnell DC-9-31,133,10
2617,12/21/1972,"Near Pakse, Laos",Military - U.S. Air Force,Lockheed AC-130A Hercules,16,14
2618,12/21/1972,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300,13,13
2619,12/23/1972,"Skaugum, Norway",Braathens,Fokker F-28 Fellowship 1000,45,40
2620,12/29/1972,"Everglades National Park, Florida",Eastern Air Lines,Lockheed L-1011 TriStar1,176,103
2621,12/31/1972,"San Juan, Puerto Rico",American Express Leasing,Douglas DC-7CF,5,5
2622,01/02/1973,"Edmonton, Alberta, Canada",PacifiWestern Airlines,Boeing 707-321C,5,5
2623,01/19/1973,"Near Glasgow, England",British European Airways,Vickers 802 Viscount,4,4
2624,01/22/1973,"Perm, Russia",Aeroflot,Antonov An-24B,44,44
2625,01/22/1973,"Kano, Nigeria",Alia Royal Jordanian Airlines,Boeing B-707-3D3C,202,176
2626,01/27/1973,"Townsend, Tennessee",Air Transit - Air Taxi,Cessna 182B,4,3
2627,01/27/1973,"Near Tegucigalpa, Honduras",TAN,Douglas DC-6A,3,3
2628,01/29/1973,"Near Kyrenia, Cyprus",Air Sinai,Ilyushin IL-18D,37,37
2629,01/31/1973,"Kasigluk, Alaska",Harry Faulkner - Air Taxi,Cessna 180H,2,2
2630,02/19/1973,"Prague, Czechoslovakia",Aeroflot,Tupolev TU-154,100,66
2631,02/19/1973,"Morgan City, Louisiana",Petrolium Helo Inc.,Bell 206B,5,5
2632,02/21/1973,"Cerro Horqueta, Panama",Aerovias Urraca,Douglas DC-3,28,22
2633,02/21/1973,"Near Isma'iliya, Egypt",Libya Arab Airlines,Boeing B-727-224,113,110
2634,02/22/1973,"Londonderry, Vermont",Air Taxi,Cessna 310J,2,2
2635,02/24/1973,"Near Leningrad, Russia",Aeroflot,Ilyushin IL-18,79,79
2636,02/28/1973,"Semipalatinsk, Kazakhstan",Aeroflot,Yakovlev YAK-40,32,32
2637,02/28/1973,"Szczecin, Poland",Military - Polish Air Force,Antonov An-24B,15,15
2638,02/28/1973,"Near Szczecin, Poland",Military - Polish Air Force,Antonov AN-24B,18,18
2639,02/28/1973,"Near Nabire, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 100,13,13
2640,03/03/1973,"Moscow, Russia",Balkan Bulgarian Airlines,Ilyushin IL-18V,25,25
2641,03/05/1973,"Off Funchal, Portugal",Aviaco,Sud Aviation SE-210 Caravelle,3,3
2642,03/05/1973,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,MD Douglas DC-9-32/Convair CV-990A,182,68
2643,03/07/1973,"Near Ban Hong Sa, Laos",Air America,Fairchild C-123,4,4
2644,03/15/1973,"Hyderabad, India",Indian Airlines,HAL-748-224,3,3
2645,03/15/1973,"Off Brunswick, Maine",Military - U.S. Navy,Lockheed P-3B Orion,5,5
2646,03/19/1973,"Ben Me Thuot, South Vietnam",Air Vietnam (South Vietnam),Douglas C-54D,62,62
2647,04/10/1973,"Near Hochwald, Solothurn,  Switzerland",Invicta International Airlines (UK),Vickers Vanguard 952,145,108
2648,04/12/1973,"Sunnyvale, California",Military - U.S. Navy / NASA,Lockheed P-3C / Convair CV-990-30A-5,17,16
2649,04/12/1973,"Moffett AFB, California",Military - U.S. Navy,Lockheed P-3C Orion /Convair CV-990,16,15
2650,04/18/1973,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,de Havilland Canada DHC-6 Twin Otter 100,19,4
2651,04/19/1973,"Davenport, Iowa",Air Iowa,Beech E18S,6,6
2652,05/11/1973,"Greenville, Maine",Air Taxi,Cessna 402B,4,4
2653,05/16/1973,"Deadhorse, Alaska",Winship Air Service - Air Taxi,Swearingen SA26T,5,2
2654,05/18/1973,"Chita, Siberia, Russia",Aeroflot,Tupolev TU-104A,100,100
2655,05/19/1973,"Svay Rieng, Cambodia",Cambodia Air,Douglas C-47A,11,11
2656,05/29/1973,"Near Rimouski, Canada",Air Gaspé,Douglas DC-3,4,4
2657,05/31/1973,"Near New Delhi, India",Indian Airlines,Boeing B-737-2A8,65,48
2658,06/01/1973,"Sao Luis, Brazil",Cruzeiro,Sud Aviation SE-210 Caravelle VIN,23,23
2659,06/03/1973,"Goussainville, France",Aeroflot,Tupolev TU-144,6,6
2660,06/09/1973,"Rio de Janeiro, Brazil",Varig,Boeing 707-327C,4,2
2661,06/20/1973,"Near Puerto Vallarta, Mexico",Aeromexico,McDonnell Douglas DC-9-15,27,27
2662,06/30/1973,"Amman, Jordan",Aeroflot,Tupolev TU-134A,84,5
2663,07/11/1973,"Paris, Orly, France",Varig,Boeing B-707-345C,134,123
2664,07/22/1973,"Off Papeete, Tahiti",Pan American World Airways,Boeing B-707-321B,79,78
2665,07/23/1973,"St. Louis, Missouri",Ozark Air Lines,Fairchild-Hiller FH-227B,44,38
2666,07/24/1973,"Honolulu, HI",Air Hawaii,Volpar C45G,5,5
2667,07/31/1973,"Logan Airport, Boston, Massachusett",Delta Air Lines,McDonnell Douglas DC-9-31,89,89
2668,08/04/1973,"Ketchikan, Alaska",Revilla Flying Service - Air Taxi,Cessna A185F,5,5
2669,10/13/1973,"Near  Domodedovo, Russia",Aeroflot,Tupolev TU-104B,119,119
2670,08/13/1973,"Near La  Corunda, Spain",Aviaco,Sud-Aviation Caravelle 10-R,85,85
2671,08/15/1973,"Don Don, Haiti",Private,Norman BN-2A-6,10,10
2672,08/18/1973,"Baku, Azerbaijan, USSR",Aeroflot,Antonov AN-24V,64,56
2673,08/22/1973,"El Yopal, Colombia",AVIANCA,Douglas DC-3,17,16
2674,08/27/1973,"Bogota, Colombia",Aerovias Brasil,Lockheed L-188A Electra,42,42
2675,08/28/1973,"Near Huete, Spain",Military - U.S. Air Force,Lockheed C-141A,25,24
2676,08/28/1973,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,Boeing B-707-331B,149,1
2677,09/04/1973,"Gary, Indiana",Aegler Stuart Flying Service  / Private,Piper PA-30 / Cessna 337A,5,4
2678,09/08/1973,"King Cove, Alaska",World Airways,McDonnell Douglas DC-8-63F,6,6
2679,09/09/1973,"Paintsville, Kentucky",Wicks Flying Service - Air Taxi,Cessna 310H,4,4
2680,09/11/1973,"Moganik, Yugoslavia",JAT Yugoslav Airlines,Aerospatiale Caravelle 6N,41,41
2681,09/20/1973,"Natchitoches, Louisiana",Private Charter,Beechcraft E18S,6,6
2682,09/24/1973,"Eagleville, California",Dunlap Aviation - Air Taxi,Cessna 310,2,2
2683,09/25/1973,"Lincoln, Nebraska",Lisa Jet Inc. - Air Taxi,Gates Lear 25,3,3
2684,09/27/1973,"Rich Mountain, Arkansas",Texas International Airlines,Convair 600,11,11
2685,09/30/1973,"Miritituba, Brazil",Aeronorte,Douglas DC-3A,9,9
2686,09/30/1973,"Near Sverdlovsk, Russia",Aeroflot,Tupolev TU-104B,108,108
2687,10/02/1973,"Magadan, Russia",Aeroflot,Antonov AN-12V,10,10
2688,10/04/1973,"Itaituba, PA, Brazil",Taxi Aéreo Cesar Aguiar,Britten-Norman BN-2A-7 Islander,8,8
2689,10/23/1973,"Guanabara Bay, Brazil",VASP,NAMC YS-11A-211,65,8
2690,10/29/1973,Sainte Lucia Island,CATA,Britten-Norman BN-2A-6 Islander,4,4
2691,10/31/1973,"La Verne, California",Jack N. Boswick - Air Taxi,Cessna 401A,7,2
2692,11/02/1973,"Villavicencio, Colombia",Lineas Aéreas La Urraca,Handley Page HPR-7 Herald 101,16,6
2693,11/03/1973,"Near Albuquerque,  New Mexico",National Airlines,McDonnell Douglas DC-10-10,128,1
2694,11/03/1973,"Boston, Massachusett",Pan American World Airways,Boeing B-707-321C,3,3
2695,11/17/1973,"Near Quang-Ngai, Vietnam",Air Vietnam (South Vietnam),Douglas DC-3,27,27
2696,12/07/1973,"Moscow, Russia",Aeroflot,Tupolev TU-104B,72,13
2697,12/09/1973,"Churchill Falls, Newfoundland, Canada",Churchill Falls Co.,de Havilland DH-125-400A,8,8
2698,12/11/1973,"Sitkin Island, Alaska",Military - U.S. Navy,Douglas DC-118,10,10
2699,12/16/1973,"Near Vilnius, Lithuania",Aeroflot,Tupolev TU-124,51,51
2700,12/17/1973,"Rome, Italy",Pan American World Airways,Boeing B-707-321B,177,30
2701,12/18/1973,"Manhattan, Kansas",Capitol Air Service - Air Taxi,Cessna 310L,2,2
2702,12/21/1973,"Talara, Peru",TAM (Bolivia),Convair CV-440,9,6
2703,12/21/1973,"Near Siagon, South Vietnam",Military - Vietnamese Air Force,Boeing Vertol CH-47 (helilcopter),20,20
2704,12/22/1973,"Near Tetouan, Morocco",Sobelair SA (Belgium),Sud-Aviation Caravelle VI-N,106,106
2705,12/23/1973,"Lvov, Ukraine, USSR",Aeroflot,Tupolev TU-124,17,17
2706,12/28/1973,"Durban, South Africa",Executive Funds,Douglas DC-3,25,1
2707,01/01/1974,"Near Turin, Italy",Itavia,Fokker F-28 Fellowship 1000,42,38
2708,01/06/1974,"Unduavi, Bolivia",Servicios Aéreos Boliviano,Curtiss C-46F,4,4
2709,01/06/1974,"Johnstown, Pennsylvania",Air East,Beechcraft 99A,17,12
2710,01/06/1974,"Mukachevo, Russia",Aeroflot,Antonov AN-24V,24,24
2711,01/09/1974,"Near Nevia, Colombia",Military - Colombian Air Force,Hawker Siddeley HS 748-260,31,31
2712,01/10/1974,"La Paz, Bolivia",TAM (Bolivia),Douglas C-54,24,24
2713,01/17/1974,"Cigerdu, Colombia",Cessnyca,Douglas DC-3A,14,14
2714,01/25/1974,"Rostov, Russia",Aeroflot,Antonov An-24B,4,4
2715,01/25/1974,"Goldendale, Washington",Inland Aviation - Air Taxi,Cessna 172L,2,2
2716,01/26/1974,"Izmir, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,73,66
2717,01/27/1974,"S. Dominican Pueblo, New Mexico",Taos Airways - Air Taxi,Beechcraft J-35,3,3
2718,01/28/1974,"Winger, Minnesota",Theif River Aviation - Air Taxi,Piper PA-28,4,4
2719,01/30/1974,"Pago Pago, American Samoa",Pan American World Airways,Boeing B-707-321B,101,96
2720,02/02/1974,"Near Honolulu, HI",Pan American World Airways,Boeing B-747,298,1
2721,02/09/1974,"Near Souda, Crete",Military - West German Air Force,Transall C-160D,40,35
2722,02/10/1974,AtlantiOcean,North Cay Air - Air Taxi,Brittonnorman BN-2A6,2,2
2723,02/22/1974,"Baltimore, Maryland",Delta Air Lines,MDonnell Dougals DC-9,15,1
2724,02/23/1974,"San Francisco de Moxos,  Bolivia",SAVCO,Curtiss C-46A-45-CU,7,7
2725,02/28/1974,"Near Mehrabad, Iran",Military - Imperial Iranian Air Force,Lockheed C-130E Hercules,10,10
2726,03/03/1974,"Near Ermenonville, France",Turkish Airlines (THY),McDonnell Douglas DC-10-10,346,346
2727,03/08/1974,"Hanoi, Vietnam",Pathet Lao Airlines,Antonov An-24,18,18
2728,03/11/1974,"Carson City, Nevada",Executive Air - Air Taxi,Robertson 414,4,4
2729,03/13/1974,"Bishop, California",Sierra PacifiAirlines,Convair CV-440,36,36
2730,03/15/1974,"Tehran, Iran",Sterling Airways,Aerospatiale Caravelle 10B3,96,15
2731,04/04/1974,"Francistown, Botswana",Wenela Air Services,Douglas DC-4,84,78
2732,04/11/1974,"Hilo Island, Hawaii",Island Air,Beechcraft H18S,11,11
2733,04/22/1974,"Grogak, Bali, Indonesia",Pan American World Airways,Boeing B-707-321C,107,107
2734,04/24/1974,"Tashkent, Uzbekistan",Aeroflot,Ilyushin IL-18E,115,1
2735,04/27/1974,"Near Leningrad, Russia",Aeroflot,Ilyushin IL-18B,118,118
2736,04/30/1974,"Galveston, Texas",Houston Metro Airlines,Beechcraft 99,12,6
2737,05/02/1974,"Banos, Ecuador",Aero Taxis Equatorianos,Douglas C-47,24,22
2738,05/06/1974,"Nurnberg, Germany",Fragtflug,Douglas DC-6A,3,3
2739,05/23/1974,"Springfield, Illinois",Saturn Airways,Lockheed L-100-30 Hercules,3,3
2740,05/23/1974,"Kiev, Ukraine, USSR",Aeroflot,Yakovlev YAK-40,29,29
2741,05/31/1974,"Rankin Inlet, Canada",Lambair,Bristol 170 Freighter 31E,2,2
2742,06/08/1974,"Monte San Isidro,  Colombia",Aerolineas TAO,Vickers Viscount 785D,44,44
2743,06/27/1974,"Battambang, Khmer Republic",Cambodia Air,Boeing 307B-1 Stratoliner,39,19
2744,06/30/1974,"Umiat, Alaska",Alaska Helicopter - Air Taxi,Fairchild Hiller FH1100,5,5
2745,07/24/1974,"Bogota, Colombia",Aeronorte Colombia,Douglas DC-4,3,3
2746,07/27/1974,"Near MoHoa, Vietnam",Air Amercia,Fairchild C-123K,5,5
2747,08/05/1974,"Mt. Apica, Canada",Laurentian Air Services,Douglas DC-3,11,5
2748,08/09/1974,"Diemas, Syria",Military - Canadian Air Force,de Havilland Canada DHC-5 Buffalo,9,9
2749,08/11/1974,"Near Ouagadougou, Upper Volta",Air  Mali,Ilyushin IL-18B,60,47
2750,08/12/1974,"Cali, Colombia",AVIANCA,Douglas C-47-DL,27,27
2751,08/13/1974,"Anaktuvuk, Alaska",MerriAviation - Air Taxi,de Havilland DHC-2,4,4
2752,08/14/1974,"Margarita Island, Venezuela",Linea Aeropostal Venezolana,Vickers Viscount 749,49,48
2753,08/18/1974,"Near La Paz, Bolivia",Military - U.S. Air Force,Lockheed C-141A,7,7
2754,08/18/1974,"Near Kisangani, Zaire",Military - Zairean Air Force,Lockheed C-130H,31,31
2755,09/07/1974,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,Fokker F-27 Friendship 600,39,35
2756,09/08/1974,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,Boeing B-707-331B,88,88
2757,09/11/1974,"Near Charlotte, North Carolina",Eastern Air Lines,McDonnell Douglas DC-9-31,82,70
2758,09/15/1974,"Phan Rang, Vietnam",Air Vietnam (South Vietnam),Boeing B-727-121C,75,75
2759,09/19/1974,"Riverside, California",Riverside Air,Piper PA-32,5,5
2760,09/22/1974,"Fairbanks, Alaska",Frontier Flying Service - Air Taxi,Cessna 185,2,2
2761,10/01/1974,"Lupine, Alaska",Winship Air Service,Volpar 18,6,6
2762,10/02/1974,"Off Saint Thomas, U.S. Virgin Islands",North Cay Airways,Britten-Norman BN-2A Islander,2,2
2763,10/09/1974,"Medfra, Alaska",Evergreen Helicopter - Air Taxi,Bell 205A,3,3
2764,10/10/1974,"Cairo, Egypt",EgyptAir,Tupolev Tu-154,6,6
2765,10/13/1974,Formosa Strait,Military - U.S. Air Force,Lockheed WC-130H Hercules,6,6
2766,10/17/1974,"Kassan, Alaska",Webber Airlines -Air Taxi,de Havilland DHC-2,8,5
2767,10/19/1974,"Calapan, Philippines",Mabuhay Airways,Douglas DC-3,8,1
2768,10/22/1974,"Fort Apache, Arizona",Deming Flying Service - Air Taxi,Cessna 172M,2,2
2769,10/24/1974,"Blair, Oklahoma",AltusFlying Service - Air Taxi,Piper PA-31,4,2
2770,10/24/1974,"Chicao, Illinois",Henry Nichols - Air Taxi,Cessna 337D,3,2
2771,11/09/1975,"Willow, Alaska",Willow Air Service - Air Taxi,Piper PA-18,3,3
2772,10/27/1974,"Old Man's Camp, Alaska",Alaska International Air,Lockheed L-100 Hercules,4,4
2773,10/28/1974,"Pagosa Springs, Colorado",Hlavka Aviation - Air Taxi,Beechcraft 95-B55,2,2
2774,10/30/1974,"Rae Point, Northwest Territories, Canada",Pan ArctiOil,Lockheed 188PF Electra,34,32
2776,11/15/1974,"Hoonah, Alaska",Southeast Sky - Air Taxi,de Havilland DHC-2,4,4
2777,11/15/1974,"Manila, Philippines",Orient Air System and Integrated Services,Douglas C-47A-30,8,1
2778,11/20/1974,"Soddu, Ethiopia",Ethiopian Airlines,Douglas DC-3,24,2
2779,11/20/1974,"Near Nairobi, Kenya",Lufthansa,Boeing B-747-130,157,59
2780,11/22/1974,"Barcelona, Spain",Alpa Servicios Aéreos,Cessna 500 Citation I,4,4
2781,12/01/1974,"Bear Mountain,  Thiells, New York",Northwest Orient Airlines,Boeing B-727-251,3,3
2782,12/01/1974,"Near Berryville, Virginia",Trans World Airlines,Boeing B-727-231,92,92
2783,12/04/1974,"Near Maskeliya, Sri Lanka",Martinair Holland NV,McDonnell Douglas DC-8-55F,191,191
2784,12/11/1974,"Near Old Harbors, Alaska",Kodiak Airways,Grumman G-21,5,5
2785,12/12/1974,"Near MoHoa, South Vietnam",Military - Vietnamese Air Force,Boeing Vertol CH-47 (helicopter),54,54
2786,12/14/1974,"Bukhara, Uzbekistan",Aeroflot,Yakovlev 40,7,7
2787,12/22/1974,"Maturin, Venezuela",Aerovias Venezolanas SA (Venezuela),McDonnell Douglas DC-9-14,77,77
2788,12/26/1974,"Riverton Heights, Washingon",Harbor Airlines - Air Taxi,Brittonorman BN-2A,6,4
2789,12/29/1974,"Carpathian Mts., near Sibiu, Romania",Tarom,Antonov AN-24RV,33,33
2790,01/03/1975,"Moscow, Russia",Aeroflot,Tupolev TU-124,61,61
2791,01/03/1975,"Near Nha Trang, Vietnam",Air America,Fairchild C-123K,9,9
2792,01/05/1975,"Palmer, Washington",Richland Flying Service - Air Taxii,Cessna TU206D,4,3
2793,01/06/1975,"Sierra del Aconquija, Argentina",Military - Argentine Navy,de Havilland Canada DHC-6 Twin Otter 200,12,12
2794,01/08/1975,"Near Doncello, Colombia",SATENA,Douglas DC-3,21,21
2795,01/09/1975,"Whittier, California",Golden West Airlines / Private,de Hav Can. DHC-6 Tw Otter 100/ Cessna,14,14
2796,01/13/1975,"Juneau, Alaska",Channel Flying Service - Air Taxi,de Havilland DHC-2,5,5
2797,01/15/1975,"Budapest, Hunary",Malev Hungarian Airlines,Ilyushin IL-18V,9,9
2798,01/16/1975,"Sam Neva, Laos",Aeroflot,Antonov AN-12,16,16
2799,01/30/1975,"Istanbul, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,42,42
2800,01/30/1975,"Santo Domingo, Dominican Republic",Linea Aérea Nacional,Douglas DC-3-313,30,1
2801,02/01/1975,"Valdez, Alaska",Kenai Air Service - Air Taxi,Piper PA-31,2,2
2802,02/01/1975,"Houston, Texas",Horizon Properties,Douglas DC-3C,16,5
2803,02/03/1975,"Manila, Philippines",Philippine Air Lines,Hawker Siddeley HS-748 2,33,32
2804,02/09/1975,"Souda, Crete",Military - Deutsche Luftwaffe,Transall C-160,40,40
2805,02/16/1975,"Fairbanks, Alaska",PacifiAlaska Airlines,Douglas DC-6BF,3,3
2806,02/22/1975,"Medellin, Colombia",Aerocondor,Canadair CL-44,5,5
2807,02/27/1975,"Near Sao Paulo, Brazil",VASP,Embraer 110C Bandeirante,15,15
2808,03/05/1975,"Waterford, Wisconsin",Burlington Air - Air Taxi,Beechcraft 95,4,2
2809,03/12/1975,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),Douglas DC-4,26,26
2810,03/16/1975,"Near Barito, Argentina",Military - Argentine Air Force,Fokker F-27 Friendship 400M,55,55
2811,03/18/1975,"Singa, Sudan",Sudan Airways,de Havilland Canada DHC-6 Twin Otter 100,6,5
2812,03/20/1975,"Near Quilcene, Washington",Military - U.S. Air Force,Lockheed C-141A (L.300),16,16
2813,04/04/1975,"Saigon, Vietnam",Military - U.S. Air Force,Lockheed C-5A Galaxy,330,155
2814,04/22/1975,"Goleta, California",Skips Air Service - Air Taxi,Cessna 310Q,3,3
2815,04/28/1975,"Deadhorse, Alaska",Gay Airways - Air Taxi,Bell 206,4,2
2816,05/03/1975,"Near Sardinata, Colombia",SATENA,Douglas DC-3,6,3
2817,05/10/1975,"Off Cape Paterson, Australia",Air Express,Bristol 170 Freighter 21E,2,2
2818,05/12/1975,"Savoonga, Alaska",Foster Aviation,Piper PA-23-250,6,6
2819,05/13/1975,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,Sikorsky CH-53C (helicopter),23,23
2820,06/03/1975,"Manila, Philippines",Philippine Air Lines,BAC One-Eleven 524FF,64,1
2821,06/17/1975,"Pedro Alfonso, Brazil",Varig,Hawker Siddeley HS-748-235 Srs. 2A,15,1
2822,06/24/1975,"JFK Airport, New York, New York",Eastern Air Lines,Boeing B-727-225,124,113
